# Fields: [Realtime_tot|Episode_n|Realtime_episode] - [Sim_time|Sim_iter|Sim_perc] - Message
[00:00:24|1|00:00:24] - [01:59:50|720|100.0%] - checkpoint saved
[00:00:24|1|00:00:24] - [01:59:50|720|100.0%] - episode 1: Jtot=40941.534, TTS=443.337, fails=0(0.0%)
[00:00:40|2|00:00:14] - [00:59:50|360|50.0%] - update 1 (N=175, lr=1.000e-06, Hmod=4.270e+03): rho_crit=23.4501; v_free=132.599; v_free_tracking=132.601; weight_V=[0.999974 1.00001 0.999959 0.999954 0.999955 0.999988 0.999995 0.999986]; weight_L=[0.999651 0.999667 0.99989 0.999999 0.999407 1.00082]; weight_T=[0.999977 0.999981 0.999999 0.999958 0.999965 1.00003]; weight_rate_var=0.04; weight_slack_w_max=[10.0001 10.0001 10 10 10 9.99998 9.99995 9.99996 9.99997 9.99998 9.99997 9.99996 9.99994 9.99997 9.99999 10 10 10 10 10 10 10 10 10 10]; 
[00:00:50|2|00:00:23] - [01:59:50|720|100.0%] - update 2 (N=235, lr=1.000e-06, Hmod=3.918e+03): rho_crit=23.4503; v_free=132.597; v_free_tracking=132.608; weight_V=[0.999463 1.00008 0.999621 0.999592 0.999611 0.999867 0.999909 0.999838]; weight_L=[0.996966 0.997398 0.998973 1.00081 0.995611 1.00523]; weight_T=[0.999815 0.99986 0.999977 0.999737 0.999668 1.00021]; weight_rate_var=0.0399997; weight_slack_w_max=[10.0005 10.0004 10.0003 10.0002 10.0001 9.99993 9.99974 9.9998 9.99985 9.99988 9.99983 9.99976 9.99966 9.9998 9.99993 10 10.0001 10.0002 10.0002 10.0002 10.0002 10.0001 10.0001 10 9.99995]; 
[00:00:50|2|00:00:23] - [01:59:50|720|100.0%] - episode 2: Jtot=26291.717, TTS=441.351, fails=0(0.0%)
[00:01:03|3|00:00:13] - [00:59:50|360|50.0%] - update 3 (N=295, lr=1.000e-06, Hmod=5.762e+03): rho_crit=23.4503; v_free=132.597; v_free_tracking=132.609; weight_V=[0.999443 1.00009 0.999604 0.999574 0.999594 0.999865 0.999909 0.999834]; weight_L=[0.996825 0.997279 0.998925 1.00081 0.995448 1.00547]; weight_T=[0.999806 0.999853 0.999976 0.999727 0.999656 1.00022]; weight_rate_var=0.0399998; weight_slack_w_max=[10.0005 10.0004 10.0003 10.0002 10.0001 9.99991 9.99972 9.99978 9.99983 9.99987 9.99981 9.99974 9.99963 9.99979 9.99992 10 10.0001 10.0002 10.0002 10.0002 10.0002 10.0001 10.0001 10 9.99998]; 
[00:01:13|3|00:00:23] - [01:59:50|720|100.0%] - update 4 (N=355, lr=1.000e-06, Hmod=5.559e+03): rho_crit=23.4504; v_free=132.596; v_free_tracking=132.609; weight_V=[0.999421 1.0001 0.999587 0.999555 0.999576 0.999862 0.999907 0.999829]; weight_L=[0.996681 0.997161 0.998879 1.00082 0.995295 1.00569]; weight_T=[0.999797 0.999846 0.999975 0.99972 0.999646 1.00023]; weight_rate_var=0.0399998; weight_slack_w_max=[10.0005 10.0004 10.0003 10.0002 10.0001 9.9999 9.9997 9.99977 9.99982 9.99985 9.9998 9.99972 9.99961 9.99977 9.99992 10 10.0001 10.0002 10.0002 10.0002 10.0002 10.0002 10.0001 10.0001 10]; 
[00:01:13|3|00:00:23] - [01:59:50|720|100.0%] - checkpoint saved
[00:01:13|3|00:00:23] - [01:59:50|720|100.0%] - episode 3: Jtot=25263.510, TTS=431.620, fails=0(0.0%)
[00:01:27|4|00:00:13] - [00:59:50|360|50.0%] - update 5 (N=415, lr=1.000e-06, Hmod=7.762e+03): rho_crit=23.4504; v_free=132.596; v_free_tracking=132.61; weight_V=[0.999363 1.00011 0.999546 0.999512 0.999536 0.999852 0.999901 0.999815]; weight_L=[0.996356 0.996886 0.998768 1.00088 0.994877 1.00623]; weight_T=[0.999777 0.999831 0.999972 0.999696 0.999614 1.00025]; weight_rate_var=0.0399999; weight_slack_w_max=[10.0005 10.0005 10.0004 10.0003 10.0001 9.99989 9.99967 9.99974 9.9998 9.99983 9.99977 9.99969 9.99957 9.99975 9.99991 10 10.0001 10.0002 10.0002 10.0002 10.0002 10.0002 10.0002 10.0001 10.0001]; 
[00:01:38|4|00:00:24] - [01:59:50|720|100.0%] - update 6 (N=475, lr=1.000e-06, Hmod=7.754e+03): rho_crit=23.4504; v_free=132.596; v_free_tracking=132.61; weight_V=[0.999343 1.00012 0.999525 0.999489 0.999515 0.999847 0.999899 0.999808]; weight_L=[0.996179 0.996734 0.998715 1.00089 0.994658 1.00653]; weight_T=[0.999766 0.999822 0.999972 0.999684 0.9996 1.00027]; weight_rate_var=0.0399999; weight_slack_w_max=[10.0006 10.0005 10.0004 10.0003 10.0001 9.99987 9.99964 9.99972 9.99978 9.99982 9.99975 9.99966 9.99954 9.99973 9.9999 10 10.0001 10.0002 10.0002 10.0002 10.0002 10.0002 10.0002 10.0001 10.0001]; 
[00:01:38|4|00:00:24] - [01:59:50|720|100.0%] - episode 4: Jtot=38171.760, TTS=431.919, fails=0(0.0%)
[00:01:53|5|00:00:14] - [00:59:50|360|50.0%] - update 7 (N=535, lr=1.000e-06, Hmod=9.115e+03): rho_crit=23.4504; v_free=132.596; v_free_tracking=132.61; weight_V=[0.999325 1.00013 0.999511 0.999473 0.9995 0.999846 0.999899 0.999805]; weight_L=[0.996058 0.996636 0.998676 1.00089 0.99453 1.00672]; weight_T=[0.999759 0.999817 0.999971 0.999678 0.999591 1.00027]; weight_rate_var=0.0399999; weight_slack_w_max=[10.0006 10.0005 10.0004 10.0003 10.0001 9.99986 9.99962 9.9997 9.99976 9.9998 9.99974 9.99965 9.99952 9.99972 9.99989 10 10.0001 10.0002 10.0002 10.0002 10.0003 10.0002 10.0002 10.0001 10.0001]; 
[00:02:02|5|00:00:23] - [01:59:50|720|100.0%] - update 8 (N=595, lr=1.000e-06, Hmod=8.416e+03): rho_crit=23.4505; v_free=132.595; v_free_tracking=132.612; weight_V=[0.999105 1.00014 0.999414 0.999374 0.999407 0.999821 0.999879 0.99977]; weight_L=[0.99534 0.996098 0.998395 1.00113 0.993801 1.00755]; weight_T=[0.999718 0.999787 0.999961 0.999652 0.999511 1.0003]; weight_rate_var=0.0399999; weight_slack_w_max=[10.0006 10.0005 10.0004 10.0003 10.0001 9.99984 9.99959 9.99967 9.99974 9.99978 9.99971 9.99961 9.99947 9.99969 9.99988 10 10.0002 10.0002 10.0002 10.0003 10.0003 10.0003 10.0002 10.0002 10.0002]; 
[00:02:03|5|00:00:23] - [01:59:50|720|100.0%] - checkpoint saved
